name,category,address_full,website,phone_number,rating,reviews_count,hours,longitude,latitude,url
Kopi Kenangan x Chigo x Flip - Rumah Kenangan Senopati,Kedai Kopi,"Rumah Kenangan Senopati, Jl. Senopati No.33, RT.6/RW.3, Senayan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0817-0739-175,"4,3",Unknown,"Kamis,Buka 24 jam",106.8088843,-6.230894,https://www.google.com/maps/place/Kopi+Kenangan+x+Chigo+x+Flip+-+Rumah+Kenangan+Senopati/data=!4m7!3m6!1s0x2e69f1e4d7a3e421:0xd06b556429ae6032!8m2!3d-6.230894!4d106.8088843!16s%2Fg%2F11rbsfm98w!19sChIJIeSj1-TxaS4RMmCuKWRVa9A?authuser=0&hl=id&rclk=1
Kopikalyan Archive,Kedai Kopi,"Jl. Cikajang No.5, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",Unknown,(021) 38250254,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.8107882,-6.239757,https://www.google.com/maps/place/Kopikalyan+Archive/data=!4m7!3m6!1s0x2e69f166801665f9:0x24bd3201663a20a7!8m2!3d-6.239757!4d106.8107882!16s%2Fg%2F11c1rtd6jh!19sChIJ-WUWgGbxaS4RpyA6ZgEyvSQ?authuser=0&hl=id&rclk=1
Dream Dates Artisan Bakery & Restaurant Senopati,Toko Roti,"Jl. Cipaku I Jl. Senopati No.10, RT.1/RW.4, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",Unknown,0811-1013-097,"4,9",Unknown,"Kamis,09.00 hingga 22.00",106.8131435,-6.2396667,https://www.google.com/maps/place/Dream+Dates+Artisan+Bakery+%26+Restaurant+Senopati/data=!4m7!3m6!1s0x2e69f17e6c388aa9:0x327694cd8bfdbacf!8m2!3d-6.2396667!4d106.8131435!16s%2Fg%2F11vrc1jw69!19sChIJqYo4bH7xaS4Rz7r9i82UdjI?authuser=0&hl=id&rclk=1
Tenun Coffee Roasters,Kafe,"Jl. Tulodong Bawah No.D-1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0812-9862-2690,"4,7",Unknown,"Kamis,07.00 hingga 22.00",106.8100218,-6.2308829,https://www.google.com/maps/place/Tenun+Coffee+Roasters/data=!4m7!3m6!1s0x2e69f1c9fe5a460f:0xc1f248bdc1f92e6e!8m2!3d-6.2308829!4d106.8100218!16s%2Fg%2F11jz83hcfq!19sChIJD0Za_snxaS4Rbi75wb1I8sE?authuser=0&hl=id&rclk=1
Kyō Coffee - Ashta District 8,Kafe,"Ashta District 8, Jl. Senopati No.8 Lt. UG - 05, RT.7/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0852-1184-3568,"4,9",Unknown,"Kamis,08.00 hingga 22.00",106.8071739,-6.228086,https://www.google.com/maps/place/Ky%C5%8D+Coffee+-+Ashta+District+8/data=!4m7!3m6!1s0x2e69f104d611a4ab:0xe07c41ec07dc155d!8m2!3d-6.228086!4d106.8071739!16s%2Fg%2F11vlbf8btx!19sChIJq6QR1gTxaS4RXRXcB-xBfOA?authuser=0&hl=id&rclk=1
The RR Chocolate - Senopati,Restoran,"Jl. Senopati No.23, RT.6/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,(021) 39702229,"4,8",Unknown,"Kamis,09.00 hingga 22.00",106.8082904,-6.230605,https://www.google.com/maps/place/The+RR+Chocolate+-+Senopati/data=!4m7!3m6!1s0x2e69f1b0ba991a03:0x4759d975db9fb51f!8m2!3d-6.230605!4d106.8082904!16s%2Fg%2F11r9sxqvny!19sChIJAxqZurDxaS4RH7Wf23XZWUc?authuser=0&hl=id&rclk=1
Batapav Coffee & Eatery,Kafe,"Jl. Citayam, RT.7/RW.1, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0811-3632-229,"5,0",Unknown,"Kamis,10.00 hingga 23.00",106.809406,-6.2357575,https://www.google.com/maps/place/Batapav+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f12f4da726c5:0xe12c172434bbd902!8m2!3d-6.2357575!4d106.809406!16s%2Fg%2F11lsdg56vp!19sChIJxSanTS_xaS4RAtm7NCQXLOE?authuser=0&hl=id&rclk=1
NIKA Senopati,Kedai Kopi,"Jl Laksana I No 24 Rt 006 Rw 006 Kelurahan Rawa Barat, Depan Taman Laksana, RT.6/RW.6, Baru, Kecamatan Kebayoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0811-112-213,"4,9",Unknown,"Kamis,08.00 hingga 22.00",106.815903,-6.238472,https://www.google.com/maps/place/NIKA+Senopati/data=!4m7!3m6!1s0x2e69f1e61b4ab817:0xda2042390e1002af!8m2!3d-6.238472!4d106.815903!16s%2Fg%2F11yb00mcfp!19sChIJF7hKG-bxaS4RrwIQDjlCINo?authuser=0&hl=id&rclk=1
Koultoura Coffee,Kafe,"Jl. Ciniru I No.1, RT.4/RW.3, Rw. Bar., Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12180",Unknown,0812-8686-9082,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.8110788,-6.235604,https://www.google.com/maps/place/Koultoura+Coffee/data=!4m7!3m6!1s0x2e69f1b45cc99ec1:0x4599600ab8419ed2!8m2!3d-6.235604!4d106.8110788!16s%2Fg%2F11hdqvthk_!19sChIJwZ7JXLTxaS4R0p5BuApgmUU?authuser=0&hl=id&rclk=1
Tohang's Barber Senopati x Giora Coffee Brew,Tempat Cukur Rambut,"Jl. Senopati No.25, RT.6/RW.3, Senayan, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12190",Unknown,0811-8301-038,"4,9",Unknown,"Kamis,11.00 hingga 20.30",106.8083337,-6.2307273,https://www.google.com/maps/place/Tohang%27s+Barber+Senopati+x+Giora+Coffee+Brew/data=!4m7!3m6!1s0x2e69f124c1385fe1:0xd5bb6ab5f4d227ba!8m2!3d-6.2307273!4d106.8083337!16s%2Fg%2F11t3__jggs!19sChIJ4V84wSTxaS4RuifS9LVqu9U?authuser=0&hl=id&rclk=1
Anami Coffee And Eatery,Restoran,"Jl. Cemara No.1 9, RT.9/RW.4, Selong, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12110",Unknown,0878-7543-9888,"4,7",Unknown,"Kamis,10.00 hingga 21.00",106.8134362,-6.2328938,https://www.google.com/maps/place/Anami+Coffee+And+Eatery/data=!4m7!3m6!1s0x2e69f1b88285a5f9:0x3a939ec2fc9222d4!8m2!3d-6.2328938!4d106.8134362!16s%2Fg%2F11rq4gbp98!19sChIJ-aWFgrjxaS4R1CKS_MKekzo?authuser=0&hl=id&rclk=1
Kopiah Emas Senopati,Restoran,"Jl. Ciranjang No.19, RT.2/RW.1, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,Unknown,"4,8",Unknown,"Kamis,09.00 hingga 22.00",106.810919,-6.237382,https://www.google.com/maps/place/Kopiah+Emas+Senopati/data=!4m7!3m6!1s0x2e69f1d868ba6445:0xaf2f204667e31f5d!8m2!3d-6.237382!4d106.810919!16s%2Fg%2F11sqd7w32p!19sChIJRWS6aNjxaS4RXR_jZ0YgL68?authuser=0&hl=id&rclk=1
BRAUD® Cafe Jakarta,Kafe,"8, Jl. Senopati No.36, RT.6/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0821-2432-8172,"4,6",Unknown,Unknown,106.8070525,-6.2306337,https://www.google.com/maps/place/BRAUD%C2%AE+Cafe+Jakarta/data=!4m7!3m6!1s0x2e69f1c18e1d1e3f:0x6845c7e9af29d18d!8m2!3d-6.2306337!4d106.8070525!16s%2Fg%2F11rp7bbf3c!19sChIJPx4djsHxaS4RjdEpr-nHRWg?authuser=0&hl=id&rclk=1
Exquise Bistro & Patisserie - Gunawarman,Bistro,"Jl. Gunawarman No.18, RT.5/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0817-4918-867,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.8073754,-6.2359988,https://www.google.com/maps/place/Exquise+Bistro+%26+Patisserie+-+Gunawarman/data=!4m7!3m6!1s0x2e69f1a97df18ba7:0x78812c67b2964a61!8m2!3d-6.2359988!4d106.8073754!16s%2Fg%2F11qs_3v91w!19sChIJp4vxfanxaS4RYUqWsmcsgXg?authuser=0&hl=id&rclk=1
Mamo Coffee & Eatery,Kedai Kopi,"MAMO COFFEE & EATERY, Jl. Prof. Joko Sutono SH No.1A, RT.1/RW.2, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",Unknown,0813-1284-2296,"4,4",Unknown,"Kamis,07.00 hingga 23.00",106.8076417,-6.241126,https://www.google.com/maps/place/Mamo+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f1e64ed18787:0x459ac36c2029df6a!8m2!3d-6.241126!4d106.8076417!16s%2Fg%2F11qp3tzflp!19sChIJh4fRTubxaS4Rat8pIGzDmkU?authuser=0&hl=id&rclk=1
Aksata Coffee & Roastery,Kafe,"Jl. Tulodong Bawah I No.16 3, RT.3/RW.1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,Unknown,"4,7",Unknown,"Kamis,07.00 hingga 20.00",106.8126293,-6.2297535,https://www.google.com/maps/place/Aksata+Coffee+%26+Roastery/data=!4m7!3m6!1s0x2e69f1033c35bbe9:0xd265817326d6a6d!8m2!3d-6.2297535!4d106.8126293!16s%2Fg%2F11hdxbp875!19sChIJ6bs1PAPxaS4RbWptMhdYJg0?authuser=0&hl=id&rclk=1
Nitro,Kafe,"Jl. Ciranjang No.10 2, RT.1/RW.1, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,Unknown,"4,5",Unknown,"Kamis,07.00 hingga 21.00",106.8112899,-6.2378709,https://www.google.com/maps/place/Nitro/data=!4m7!3m6!1s0x2e69f15df7306241:0xa4b320d214c35f3b!8m2!3d-6.2378709!4d106.8112899!16s%2Fg%2F11c6s_6x8f!19sChIJQWIw913xaS4RO1_DFNIgs6Q?authuser=0&hl=id&rclk=1
South Coffee,Kafe,"Jl. Cisanggiri V No.8, RT.5/RW.4, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",Unknown,0812-1372-7373,"4,7",Unknown,"Kamis,09.30 hingga 21.00",106.812218,-6.240673,https://www.google.com/maps/place/South+Coffee/data=!4m7!3m6!1s0x2e69f14196212df3:0x521522f886364b68!8m2!3d-6.240673!4d106.812218!16s%2Fg%2F11jpd_h3s5!19sChIJ8y0hlkHxaS4RaEs2hvgiFVI?authuser=0&hl=id&rclk=1
Camsta Senopati,,"Selatan Jl. Senayan No.4 1, RT.1/RW.5, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0877-7721-4618,"4,8",Unknown,"Kamis,14.00 hingga 23.00",106.8151196,-6.2336153,https://www.google.com/maps/place/Camsta+Senopati/data=!4m7!3m6!1s0x2e69ef63794efa53:0x5a25a32b31a7b0c7!8m2!3d-6.2336153!4d106.8151196!16s%2Fg%2F11lt22t5nq!19sChIJU_pOeWPvaS4Rx7CnMSujJVo?authuser=0&hl=id&rclk=1
That's Life Coffee,,"Jl. Gunawarman No. 24 Lantai 2, RT.5/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,(021) 7392942,"4,4",Unknown,"Kamis,15.00 hingga 23.00",106.8074059,-6.236528,https://www.google.com/maps/place/That%27s+Life+Coffee/data=!4m7!3m6!1s0x2e69f15d10c81667:0xb341fdbd89c9345c!8m2!3d-6.236528!4d106.8074059!16s%2Fg%2F1tg_12vs!19sChIJZxbIEF3xaS4RXDTJib39QbM?authuser=0&hl=id&rclk=1
Chief Barbershop & Coffee - Ciragil,,"Jl. Ciragil I No.11, RT.2/RW.7, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,(021) 7251130,"4,8",Unknown,"Kamis,07.00 hingga 21.00",106.808875,-6.238081,https://www.google.com/maps/place/Chief+Barbershop+%26+Coffee+-+Ciragil/data=!4m7!3m6!1s0x2e69f15d7fa149e1:0x6c4836df100c58c8!8m2!3d-6.238081!4d106.808875!16s%2Fg%2F11c1nymggg!19sChIJ4Umhf13xaS4RyFgMEN82SGw?authuser=0&hl=id&rclk=1
Yoshi! Coffee,,"Jl. Birah Raya No.9, RT.5/RW.6, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0813-1632-4329,"4,7",Unknown,"Kamis,08.00 hingga 22.00",106.8148447,-6.2358868,https://www.google.com/maps/place/Yoshi!+Coffee/data=!4m7!3m6!1s0x2e69f1b1a716cf77:0xab0eaace323872f3!8m2!3d-6.2358868!4d106.8148447!16s%2Fg%2F11h8x7nxk1!19sChIJd88Wp7HxaS4R83I4Ms6qDqs?authuser=0&hl=id&rclk=1
TOUS les JOURS - Senopati,,"Jl. Senopati No.65, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,Unknown,"4,5",Unknown,"Kamis,07.00 hingga 22.00",106.8112435,-6.232436,https://www.google.com/maps/place/TOUS+les+JOURS+-+Senopati/data=!4m7!3m6!1s0x2e69f1268cbc98ad:0xbc4e8ebdfc283cc1!8m2!3d-6.232436!4d106.8112435!16s%2Fg%2F11wxgmwcbh!19sChIJrZi8jCbxaS4RwTwo_L2OTrw?authuser=0&hl=id&rclk=1
Tabea kopi,,"2, Jl. Ciranjang No.29, RT.2/RW.1, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0811-809-259,"4,8",Unknown,"Kamis,07.00 hingga 20.00",106.8109187,-6.2364485,https://www.google.com/maps/place/Tabea+kopi/data=!4m7!3m6!1s0x2e69f1bfd3323975:0xc7d5ddd862a119ec!8m2!3d-6.2364485!4d106.8109187!16s%2Fg%2F11h_b67k5p!19sChIJdTky07_xaS4R7BmhYtjd1cc?authuser=0&hl=id&rclk=1
Ombé Kofie Cikajang,,"Jl. Cikajang No.63 7, RT.7/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",Unknown,Unknown,"4,6",Unknown,"Kamis,07.00 hingga 21.00",106.8090004,-6.2432346,https://www.google.com/maps/place/Omb%C3%A9+Kofie+Cikajang/data=!4m7!3m6!1s0x2e69f1312102f47d:0xbeef589217199ea7!8m2!3d-6.2432346!4d106.8090004!16s%2Fg%2F11ghnc1cjl!19sChIJffQCITHxaS4Rp54ZF5JY774?authuser=0&hl=id&rclk=1
Greyhound Cafe Gunawarman,,"Jalan Gunawarman No: 36A, Jl. Senopati, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0895-2432-9830,"4,6",Unknown,"Kamis,11.00 hingga 22.00",106.8071289,-6.2377624,https://www.google.com/maps/place/Greyhound+Cafe+Gunawarman/data=!4m7!3m6!1s0x2e69f186b31514bf:0x39d4ee1c048b5eb0!8m2!3d-6.2377624!4d106.8071289!16s%2Fg%2F11h7rmdfkd!19sChIJvxQVs4bxaS4RsF6LBBzu1Dk?authuser=0&hl=id&rclk=1
Senyata Senopati,,"Jl. Suryo No.9, RT.3/RW.6, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0811-8889-509,"4,4",Unknown,"Kamis,10.00 hingga 21.30",106.8133451,-6.2345578,https://www.google.com/maps/place/Senyata+Senopati/data=!4m7!3m6!1s0x2e69f1ba40233b73:0x520eb81f930559b0!8m2!3d-6.2345578!4d106.8133451!16s%2Fg%2F11j3l2cy5k!19sChIJczsjQLrxaS4RsFkFkx-4DlI?authuser=0&hl=id&rclk=1
Banana&Rover Espresso Bar - Ashta District 8,,"ASHTA District 8, Jl. Senopati No.8 Lt. UG, RT.8/RW.3, Senayan, Kebayoran Baru, South Jakarta City, Jakarta 12190",Unknown,0877-9501-5611,"4,9",Unknown,"Kamis,10.00 hingga 22.00",106.8069836,-6.2297633,https://www.google.com/maps/place/Banana%26Rover+Espresso+Bar+-+Ashta+District+8/data=!4m7!3m6!1s0x2e69f10026544981:0xbbb46d3e2d3965!8m2!3d-6.2297633!4d106.8069836!16s%2Fg%2F11vsh9400f!19sChIJgUlUJgDxaS4RZTktPm20uwA?authuser=0&hl=id&rclk=1
Café Kitsuné Ashta District 8 Jakarta,,"Ashta at District 8, GF 31& 31A SCBD LOT 28, Jl. Jend. sudirman kav 52-53, RT.8/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0812-8006-1108,"4,3",Unknown,"Kamis,08.00 hingga 22.00",106.8067897,-6.2289422,https://www.google.com/maps/place/Caf%C3%A9+Kitsun%C3%A9+Ashta+District+8+Jakarta/data=!4m7!3m6!1s0x2e69f1f007b26405:0x64892066c7e6e427!8m2!3d-6.2289422!4d106.8067897!16s%2Fg%2F11mvxc8tjt!19sChIJBWSyB_DxaS4RJ-Tmx2YgiWQ?authuser=0&hl=id&rclk=1
KNOTS Senopati,,"Jl. Senopati No.79, RT.8/RW.3, Selong, Kec. Kby. Baru, jakarta, Daerah Khusus Ibukota Jakarta 12110",Unknown,0811-1898-831,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.8121339,-6.2328748,https://www.google.com/maps/place/KNOTS+Senopati/data=!4m7!3m6!1s0x2e69f188ad6d61b1:0xd5d099c78fa57f6c!8m2!3d-6.2328748!4d106.8121339!16s%2Fg%2F11z1sp50ck!19sChIJsWFtrYjxaS4RbH-lj8eZ0NU?authuser=0&hl=id&rclk=1
% Arabica Jakarta ASHTA District 8,,"Ashta Distric, 8, Ground, RT.7/RW.3, Senayan, Kebayoran Baru, Fllor, Jakarta 12190",Unknown,0811-1918-5166,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.8070496,-6.2280652,https://www.google.com/maps/place/%25+Arabica+Jakarta+ASHTA+District+8/data=!4m7!3m6!1s0x2e69f12daf879a75:0x28a244530f5121be!8m2!3d-6.2280652!4d106.8070496!16s%2Fg%2F11lm4bw5cd!19sChIJdZqHry3xaS4RviFRD1NEoig?authuser=0&hl=id&rclk=1
Milou Farm House,,"Jl. Ciranjang No.30, RT.6/RW.3, Rw. Bar., Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12180",Unknown,(021) 27099488,"4,8",Unknown,Unknown,106.811269,-6.236119,https://www.google.com/maps/place/Milou+Farm+House/data=!4m7!3m6!1s0x2e69f117c16de14d:0x138847d5235f6f84!8m2!3d-6.236119!4d106.811269!16s%2Fg%2F11t0p9f0qx!19sChIJTeFtwRfxaS4RhG9fI9VHiBM?authuser=0&hl=id&rclk=1
BLEUM Coffee - ASHTA District 8 Jakarta,,"District 8, SCBD Lot 28, Jl. Jend. sudirman kav 52-53 ASHTA, 1st Floor unit 68, RT.8/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0817-0172-168,"4,5",Unknown,"Kamis,08.00 hingga 20.00",106.8067425,-6.2292588,https://www.google.com/maps/place/BLEUM+Coffee+-+ASHTA+District+8+Jakarta/data=!4m7!3m6!1s0x2e69f13ff114bf75:0x1a16a51cd6c5144b!8m2!3d-6.2292588!4d106.8067425!16s%2Fg%2F11q7zbm2v9!19sChIJdb8U8T_xaS4RSxTF1hylFho?authuser=0&hl=id&rclk=1
iLegal Library,,"Jl. Cikatomas II No.1A 1, RT.1/RW.4, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0851-5665-6161,"4,6",Unknown,"Kamis,12.00 hingga 20.00",106.8112196,-6.2370939,https://www.google.com/maps/place/iLegal+Library/data=!4m7!3m6!1s0x2e69f1663ade4c01:0x8bf4b9687feda5bb!8m2!3d-6.2370939!4d106.8112196!16s%2Fg%2F11h14yt1p3!19sChIJAUzeOmbxaS4Ru6Xtf2i59Is?authuser=0&hl=id&rclk=1
GIOI Senopati,,"Jalan Senopati Raya No.88, RT.7/RW.3, Selong, Kebayoran Baru, South Jakarta City, Jakarta 12190",Unknown,0878-8000-6101,"4,6",Unknown,"Kamis,10.00 hingga 23.00",106.8113221,-6.2328511,https://www.google.com/maps/place/GIOI+Senopati/data=!4m7!3m6!1s0x2e69f15bf978eed7:0x2a85dab92e12da70!8m2!3d-6.2328511!4d106.8113221!16s%2Fg%2F11c58r__p7!19sChIJ1-54-VvxaS4RcNoSLrnahSo?authuser=0&hl=id&rclk=1
ZHU ZHU Coffee,,"Jl. Tulodong Bawah No.5 Blok C, RT.3/RW.1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0813-8137-8717,"4,7",Unknown,"Kamis,08.00 hingga 18.00",106.811145,-6.230112,https://www.google.com/maps/place/ZHU+ZHU+Coffee/data=!4m7!3m6!1s0x2e69f1466e782135:0x319b91c637de33ac!8m2!3d-6.230112!4d106.811145!16s%2Fg%2F11q24cdwml!19sChIJNSF4bkbxaS4RrDPeN8aRmzE?authuser=0&hl=id&rclk=1
Titik Temu Cafe - SCBD,,"Jl. Jend. Sudirman kav 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12190",Unknown,0812-8899-5665,"4,4",Unknown,"Kamis,07.00 hingga 22.00",106.8092397,-6.2272692,https://www.google.com/maps/place/Titik+Temu+Cafe+-+SCBD/data=!4m7!3m6!1s0x2e69f1385f656139:0xdaed9c920b4267a2!8m2!3d-6.2272692!4d106.8092397!16s%2Fg%2F11kj4x56nq!19sChIJOWFlXzjxaS4RomdCC5Kc7do?authuser=0&hl=id&rclk=1
Kopi Dibawahtangga Aguna,,"Ashta at District, Jl. Jend. Sudirman kav 52-53 8, GF, RT.8/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0812-8253-3996,"4,7",Unknown,"Kamis,09.00 hingga 21.00",106.8068126,-6.2294904,https://www.google.com/maps/place/Kopi+Dibawahtangga+Aguna/data=!4m7!3m6!1s0x2e69f16eff3b45b1:0x656dd2ac01c54e36!8m2!3d-6.2294904!4d106.8068126!16s%2Fg%2F11rvjjdcqp!19sChIJsUU7_27xaS4RNk7FAazSbWU?authuser=0&hl=id&rclk=1
Kopi Lima Detik Cikajang,,"Jl. Cikajang No.19 1, RT.6/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",Unknown,0811-9113-919,"4,4",Unknown,"Kamis,09.00 hingga 22.00",106.8106769,-6.240585,https://www.google.com/maps/place/Kopi+Lima+Detik+Cikajang/data=!4m7!3m6!1s0x2e69f10694ccdfa9:0x92c294aa097ca131!8m2!3d-6.240585!4d106.8106769!16s%2Fg%2F11rsfssrfm!19sChIJqd_MlAbxaS4RMaF8CaqUwpI?authuser=0&hl=id&rclk=1
Dough Lab Senopati,,"Jl. Senopati Jalan Iskandarsyah Raya No.6, RT.6/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0811-8127-708,"4,3",Unknown,"Kamis,10.00 hingga 22.00",106.8089899,-6.2309249,https://www.google.com/maps/place/Dough+Lab+Senopati/data=!4m7!3m6!1s0x2e69f178bc867369:0xfb1743504232d43e!8m2!3d-6.2309249!4d106.8089899!16s%2Fg%2F11j_y0725k!19sChIJaXOGvHjxaS4RPtQyQlBDF_s?authuser=0&hl=id&rclk=1
The Coffee Academics - ASHTA District 8,,"ASHTA District 8, SCBD Lot Jl. Jend. Sudirman kav 52-53 No.28, RT.8/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0811-9199-968,"4,7",Unknown,"Kamis,08.00 hingga 22.00",106.8070975,-6.2302172,https://www.google.com/maps/place/The+Coffee+Academics+-+ASHTA+District+8/data=!4m7!3m6!1s0x2e69f13f62ed3f8d:0x3417271166305706!8m2!3d-6.2302172!4d106.8070975!16s%2Fg%2F11n6s2dpct!19sChIJjT_tYj_xaS4RBlcwZhEnFzQ?authuser=0&hl=id&rclk=1
Terra Eats Senopati,,"Jl. Suryo No.32, RT.10/RW.3, Rw. Bar., Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12180",Unknown,0811-1138-662,"4,5",Unknown,"Kamis,07.00 hingga 21.00",106.8136294,-6.2358107,https://www.google.com/maps/place/Terra+Eats+Senopati/data=!4m7!3m6!1s0x2e69f160488f577f:0xcb2e6effcaf5d843!8m2!3d-6.2358107!4d106.8136294!16s%2Fg%2F11h596dpv1!19sChIJf1ePSGDxaS4RQ9j1yv9uLss?authuser=0&hl=id&rclk=1
The Tgc Coffee,,"Jl. Senopati No.66, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,Unknown,"5,0",Unknown,Unknown,106.811391,-6.2324528,https://www.google.com/maps/place/The+Tgc+Coffee/data=!4m7!3m6!1s0x2e69f15bfaef8c19:0x44168b5f50c72cf3!8m2!3d-6.2324528!4d106.811391!16s%2Fg%2F11rpv7y60b!19sChIJGYzv-lvxaS4R8yzHUF-LFkQ?authuser=0&hl=id&rclk=1
Growell Coffee,,"Jl. Gunawarman No.37 4, RT.1/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0812-1814-5918,"4,4",Unknown,"Kamis,09.00 hingga 21.00",106.8077377,-6.2352269,https://www.google.com/maps/place/Growell+Coffee/data=!4m7!3m6!1s0x2e69f19a0fc3e58f:0x64adcee57f50626a!8m2!3d-6.2352269!4d106.8077377!16s%2Fg%2F11r9gc4y7q!19sChIJj-XDD5rxaS4RamJQf-XOrWQ?authuser=0&hl=id&rclk=1
Chocban Jakarta Senopati,,"Jl. Bakti I No.12, RT.1/RW.6, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180",Unknown,0819-9921-0688,"4,7",Unknown,"Kamis,07.00 hingga 21.00",106.8136535,-6.2331887,https://www.google.com/maps/place/Chocban+Jakarta+Senopati/data=!4m7!3m6!1s0x2e69f17ca9f256f9:0xb58d863bea9761d6!8m2!3d-6.2331887!4d106.8136535!16s%2Fg%2F11r1rym6qk!19sChIJ-VbyqXzxaS4R1mGX6juGjbU?authuser=0&hl=id&rclk=1
