name,category,address_full,website,phone_number,rating,reviews_count,hours,longitude,latitude,url
POINT CAFFE,Kedai Kopi,"Jl. Kemang Raya No.25, RT.11/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 1500280,"4,5",Unknown,Unknown,106.8153242,-6.2603197,https://www.google.com/maps/place/POINT+CAFFE/data=!4m7!3m6!1s0x2e69f185047e31a7:0xaa1d02fb0b525575!8m2!3d-6.2603197!4d106.8153242!16s%2Fg%2F11gn1vp0m0!19sChIJpzF-BIXxaS4RdVVSC_sCHao?authuser=0&hl=id&rclk=1
Kekini Udon - Kemang,Restoran Udon,"Jl. Kemang Utara X No.46, RT.1/RW.5, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",Unknown,0851-5650-4877,"4,6",Unknown,"Kamis,10.00 hingga 21.00",106.8259383,-6.2544892,https://www.google.com/maps/place/Kekini+Udon+-+Kemang/data=!4m7!3m6!1s0x2e69f3e162bbc637:0x187578c3a1a07785!8m2!3d-6.2544892!4d106.8259383!16s%2Fg%2F11s5gqhh91!19sChIJN8a7YuHzaS4RhXegocN4dRg?authuser=0&hl=id&rclk=1
NEW MYS-BAR COFFEE KEMANG,Kedai Kopi,"Jl. Kemang Timur No.27a, RT.8/RW.4, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,Unknown,"5,0",Unknown,"Kamis,09.00 hingga 01.00",106.8233307,-6.2613524,https://www.google.com/maps/place/NEW+MYS-BAR+COFFEE+KEMANG/data=!4m7!3m6!1s0x2e69f30003b4e905:0x22c2aa64ef87a658!8m2!3d-6.2613524!4d106.8233307!16s%2Fg%2F11yhfmglpd!19sChIJBem0AwDzaS4RWKaH72SqwiI?authuser=0&hl=id&rclk=1
Thirty Three By Mirasari Restaurant,Restoran Indonesia,"Jl. Kemang Utara B No.33e, RT.3/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 71793777,"4,5",Unknown,"Kamis,11.00 hingga 22.00",106.8206179,-6.2573589,https://www.google.com/maps/place/Thirty+Three+By+Mirasari+Restaurant/data=!4m7!3m6!1s0x2e69f3d5241c8aef:0xccbe6432d5ae138e!8m2!3d-6.2573589!4d106.8206179!16s%2Fg%2F1tf62lp9!19sChIJ74ocJNXzaS4RjhOu1TJkvsw?authuser=0&hl=id&rclk=1
Waroeng Aceh Kemang - ANTASARI,Kedai Kopi,"Jl. Pangeran Antasari, RT.1/RW.11, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",Unknown,0852-1734-5105,"4,5",Unknown,"Kamis,09.00 hingga 03.00",106.8079827,-6.2612044,https://www.google.com/maps/place/Waroeng+Aceh+Kemang+-+ANTASARI/data=!4m7!3m6!1s0x2e69f1915610b3c5:0xb44c42a6a984dcec!8m2!3d-6.2612044!4d106.8079827!16s%2Fg%2F11ft54zqvv!19sChIJxbMQVpHxaS4R7NyEqaZCTLQ?authuser=0&hl=id&rclk=1
Starbucks Reserve,Kafe,"Jl. Pangeran Antasari Jl. Kemang Raya No.36 5, RT.13/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",Unknown,0812-8719-5631,"4,1",Unknown,"Kamis,07.00 hingga 22.00",106.8124288,-6.2613796,https://www.google.com/maps/place/Starbucks+Reserve/data=!4m7!3m6!1s0x2e69f1772bca801b:0x12800b7170d028cc!8m2!3d-6.2613796!4d106.8124288!16s%2Fg%2F11fn7jz758!19sChIJG4DKK3fxaS4RzCjQcHELgBI?authuser=0&hl=id&rclk=1
Kopi Semantan Kemang,Kedai Kopi,"13 Jalan Bangka Raya No.17, Jl. Kemang Raya No.31, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,Unknown,"5,0",Unknown,"Kamis,15.00 hingga 00.00",106.814099,-6.2552709,https://www.google.com/maps/place/Kopi+Semantan+Kemang/data=!4m7!3m6!1s0x2e69f134ebc1803d:0xeacecfd2d5f8b45e!8m2!3d-6.2552709!4d106.814099!16s%2Fg%2F11kj1g8x50!19sChIJPYDB6zTxaS4RXrT41dLPzuo?authuser=0&hl=id&rclk=1
Guns coffee kemang,Kedai Kopi,"Jl. Bangka V No.16 10, RT.10/RW.3, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720",Unknown,0821-8080-8140,"5,0",10,"Kamis,Buka 24 jam",106.8168537,-6.2480337,https://www.google.com/maps/place/Guns+coffee+kemang/data=!4m7!3m6!1s0x2e69f1dddf8cf47b:0x3f7ea0dd7eb2caae!8m2!3d-6.2480337!4d106.8168537!16s%2Fg%2F11p77fpv6t!19sChIJe_SM393xaS4Rrsqyft2gfj8?authuser=0&hl=id&rclk=1
Rama kemang,Kedai Kopi,"Jl. Kemang Sel. raya No.101 a, RT.1/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,Unknown,"5,0",Unknown,Unknown,106.817236,-6.2731459,https://www.google.com/maps/place/Rama+kemang/data=!4m7!3m6!1s0x2e69f1abde8d0463:0x8754e365f0f87e0d!8m2!3d-6.2731459!4d106.817236!16s%2Fg%2F11s5k4cjj0!19sChIJYwSN3qvxaS4RDX748GXjVIc?authuser=0&hl=id&rclk=1
kokeichic kemang,Restoran,"4, Jl. Kemang Timur No.69e, RT.4/RW.3, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0878-6550-3993,"5,0",Unknown,"Kamis,11.00 hingga 21.00",106.8237557,-6.2701393,https://www.google.com/maps/place/kokeichic+kemang/data=!4m7!3m6!1s0x2e69f30ce7e7433d:0x98d63354b757ab67!8m2!3d-6.2701393!4d106.8237557!16s%2Fg%2F11ppssc059!19sChIJPUPn5wzzaS4RZ6tXt1Qz1pg?authuser=0&hl=id&rclk=1
Smartfolks Coffee Kemang,Kedai Kopi,"Jl. Kemang Raya No. 79, Jl. Kemang Raya No.76, RT.13/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0858-2203-5861,"5,0",5,"Kamis,11.00 hingga 00.00",106.8157637,-6.2687577,https://www.google.com/maps/place/Smartfolks+Coffee+Kemang/data=!4m7!3m6!1s0x2e69f1f6b1e002ed:0xc9eff19b9277099d!8m2!3d-6.2687577!4d106.8157637!16s%2Fg%2F11r4v7b9dw!19sChIJ7QLgsfbxaS4RnQl3kpvx78k?authuser=0&hl=id&rclk=1
Dudung Maman Kopi,Kedai Kopi,"Jl. H. Nudin No.70, RT.5/RW.3, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",Unknown,0878-8512-8756,"4,7",Unknown,"Kamis,08.00 hingga 23.00",106.7822378,-6.3092997,https://www.google.com/maps/place/Dudung+Maman+Kopi/data=!4m7!3m6!1s0x2e69f3c2cc3789c3:0xeaf69c0d64f63d5b!8m2!3d-6.3092997!4d106.7822378!16s%2Fg%2F11s9lxljzz!19sChIJw4k3zMLzaS4RWz32ZA2c9uo?authuser=0&hl=id&rclk=1
Vows Coffee at The Root Salads @ Como Park Kemang,Kedai Kopi,"Jl. Kemang Timur No.998 1, RT.1/RW.3, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0819-9901-2511,"4,0",Unknown,"Kamis,10.00 hingga 21.00",106.8212156,-6.2725076,https://www.google.com/maps/place/Vows+Coffee+at+The+Root+Salads+@+Como+Park+Kemang/data=!4m7!3m6!1s0x2e69f3e1a587c093:0xf87de84cee4c2a54!8m2!3d-6.2725076!4d106.8212156!16s%2Fg%2F11p6p5pb9g!19sChIJk8CHpeHzaS4RVCpM7kzoffg?authuser=0&hl=id&rclk=1
"Kemang timur raya no,32c",Kedai Kopi,"Jl. Kemang Timur No.5 32C, RT.6/RW.4, Bangka, Mampang Prapatan, South Jakarta City, Jakarta 12730",Unknown,Unknown,"4,9",Unknown,Unknown,106.823287,-6.2591863,"https://www.google.com/maps/place/Kemang+timur+raya+no,32c/data=!4m7!3m6!1s0x2e69f3294d0fa7fb:0x420c237557cde35c!8m2!3d-6.2591863!4d106.823287!16s%2Fg%2F11rqckgktr!19sChIJ-6cPTSnzaS4RXOPNV3UjDEI?authuser=0&hl=id&rclk=1"
#ndbgsp Kemang,Kedai Kopi,"Jl. Kemang Utara B No.5c 6, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,Unknown,"5,0",Unknown,"Kamis,09.00 hingga 21.00",106.8164133,-6.2573992,https://www.google.com/maps/place/%23ndbgsp+Kemang/data=!4m7!3m6!1s0x2e69f155e7f194df:0x4e68eebc7722926d!8m2!3d-6.2573992!4d106.8164133!16s%2Fg%2F11gns7s7dr!19sChIJ35Tx51XxaS4RbZIid7zuaE4?authuser=0&hl=id&rclk=1
J.CO Kemang,Toko Donat,"Plaza Adorama, Jl. Kemang Raya No.17, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 7191302,"4,5",Unknown,"Kamis,08.00 hingga 22.00",106.8153,-6.2585816,https://www.google.com/maps/place/J.CO+Kemang/data=!4m7!3m6!1s0x2e69f18029fa50ed:0x7a4c257316ddc700!8m2!3d-6.2585816!4d106.8153!16s%2Fg%2F1pp2x90qh!19sChIJ7VD6KYDxaS4RAMfdFnMlTHo?authuser=0&hl=id&rclk=1
COMO Park,Taman,"Jl. Kemang Timur No.15 998, RT.1/RW.3, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 7197308,"4,6",Unknown,"Kamis,08.00 hingga 20.00",106.8212128,-6.2724514,https://www.google.com/maps/place/COMO+Park/data=!4m7!3m6!1s0x2e69f226dc51215d:0xcef2c5bfa5bafe0e!8m2!3d-6.2724514!4d106.8212128!16s%2Fg%2F1thknthp!19sChIJXSFR3CbyaS4RDv66pb_F8s4?authuser=0&hl=id&rclk=1
ANAK KEMANG CAFE,Restoran,"Jl. Taman Kemang 1 No.6, RT.14/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0822-6155-5578,"4,1",Unknown,"Kamis,18.00 hingga 04.00",106.8099923,-6.2558152,https://www.google.com/maps/place/ANAK+KEMANG+CAFE/data=!4m7!3m6!1s0x2e69f1f540a558d3:0xac6fb9a937d781d7!8m2!3d-6.2558152!4d106.8099923!16s%2Fg%2F11sv2ks2gy!19sChIJ01ilQPXxaS4R14HXN6m5b6w?authuser=0&hl=id&rclk=1
Jl. Kemang raya,Kedai Kopi,"PRH8+H6J, Jl. Kemang Raya, RT.2/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,Unknown,"5,0",Unknown,Unknown,106.8155217,-6.2710425,https://www.google.com/maps/place/Jl.+Kemang+raya/data=!4m7!3m6!1s0x2e69f1598d2cc311:0x30d24dfd6fc95520!8m2!3d-6.2710425!4d106.8155217!16s%2Fg%2F11vcvcr424!19sChIJEcMsjVnxaS4RIFXJb_1N0jA?authuser=0&hl=id&rclk=1
Roti Romi Kemang,Toko Roti,"Jl. Kemang Raya No.23, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0812-8118-7564,"4,6",Unknown,Unknown,106.8155719,-6.259388,https://www.google.com/maps/place/Roti+Romi+Kemang/data=!4m7!3m6!1s0x2e69f1850e5c6733:0x14bdba6ad3b51cf6!8m2!3d-6.259388!4d106.8155719!16s%2Fg%2F11s54k4kt7!19sChIJM2dcDoXxaS4R9hy102q6vRQ?authuser=0&hl=id&rclk=1
Coffee at Nowhere,Kedai Kopi,"Jl. Tebet Barat Dalam II No.10, RT.8/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0858-8112-2004,"4,6",Unknown,"Kamis,08.00 hingga 00.00",106.847272,-6.2350077,https://www.google.com/maps/place/Coffee+at+Nowhere/data=!4m7!3m6!1s0x2e69f159cb518563:0x400c0ff606e99063!8m2!3d-6.2350077!4d106.847272!16s%2Fg%2F11y99by3tx!19sChIJY4VRy1nxaS4RY5DpBvYPDEA?authuser=0&hl=id&rclk=1
Chief Coffee - Kemang,Kafe,"Jl. Kemang Raya No.27 D, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0878-8040-7999,"4,6",Unknown,Unknown,106.8156522,-6.2600471,https://www.google.com/maps/place/Chief+Coffee+-+Kemang/data=!4m7!3m6!1s0x2e69f1804f26b883:0x6c30985c0a34370b!8m2!3d-6.2600471!4d106.8156522!16s%2Fg%2F11g8wd5vmf!19sChIJg7gmT4DxaS4RCzc0ClyYMGw?authuser=0&hl=id&rclk=1
"Bukan Ruang, Kemang",Kedai Kopi,"6, Jl. Kemang Raya No.29B, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 22720330,"4,6",Unknown,Unknown,106.8157422,-6.2603673,"https://www.google.com/maps/place/Bukan+Ruang,+Kemang/data=!4m7!3m6!1s0x2e69f1dd9ed2f9df:0x7cdd8ee6ff4f4ace!8m2!3d-6.2603673!4d106.8157422!16s%2Fg%2F11fjwzvj96!19sChIJ3_nSnt3xaS4RzkpP_-aO3Xw?authuser=0&hl=id&rclk=1"
Kopi Lima Detik Panglima Polim,Kedai Kopi,"Jl. Panglima Polim XII No.46, RT.1/RW.7, Melawai, Kec. Kby. Baru, Jakarta, Daerah Khusus Ibukota Jakarta 12160",Unknown,0813-1849-365,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.7978466,-6.2514929,https://www.google.com/maps/place/Kopi+Lima+Detik+Panglima+Polim/data=!4m7!3m6!1s0x2e69f17ab231c5ab:0x18fe33c2eb006280!8m2!3d-6.2514929!4d106.7978466!16s%2Fg%2F11gy2jgv67!19sChIJq8UxsnrxaS4RgGIA68Iz_hg?authuser=0&hl=id&rclk=1
Colony 6 Kemang,Pusat Perbelanjaan,"Jl. Kemang Raya No.6, RT.14/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 29529959,"4,5",Unknown,"Kamis,10.00 hingga 22.00",106.8104033,-6.2554932,https://www.google.com/maps/place/Colony+6+Kemang/data=!4m7!3m6!1s0x2e69f179180dbe2b:0xbf21e1d71a993ccf!8m2!3d-6.2554932!4d106.8104033!16s%2Fg%2F1hm4xr7w7!19sChIJK74NGHnxaS4RzzyZGtfhIb8?authuser=0&hl=id&rclk=1
The Papilion,Pusat Perbelanjaan,"Jl. Kemang Raya No.45 AA, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0818-374-545,"4,4",Unknown,"Kamis,08.00 hingga 21.00",106.8166608,-6.2644643,https://www.google.com/maps/place/The+Papilion/data=!4m7!3m6!1s0x2e69f180675aaaab:0x34cb8d35cb383f7c!8m2!3d-6.2644643!4d106.8166608!16s%2Fg%2F1wb31vmv!19sChIJq6paZ4DxaS4RfD84yzWNyzQ?authuser=0&hl=id&rclk=1
KOI The Lippo Mal Kemang Jakarta,Kafe,"Jl. Pangeran Antasari No.36, RT.1/RW.6, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",Unknown,Unknown,"3,9",Unknown,"Kamis,10.00 hingga 22.00",106.8126282,-6.260775,https://www.google.com/maps/place/KOI+The+Lippo+Mal+Kemang+Jakarta/data=!4m7!3m6!1s0x2e69f1eba9a284ef:0xf82101847fe3f7fa!8m2!3d-6.260775!4d106.8126282!16s%2Fg%2F11fktz5knj!19sChIJ74SiqevxaS4R-vfjf4QBIfg?authuser=0&hl=id&rclk=1
Monochrome,Kedai Kopi,"1 No. Jalan Kemang Raya No. 75, RT.13/RW.1, Bangka, Jakarta Selatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0811-8503-184,"4,5",Unknown,"Kamis,07.00 hingga 17.00",106.812314,-6.255416,https://www.google.com/maps/place/Monochrome/data=!4m7!3m6!1s0x2e69f17ed1f64949:0xb37fc2f1afabce2a!8m2!3d-6.255416!4d106.812314!16s%2Fg%2F11ckqrkrsj!19sChIJSUn20X7xaS4RKs6rr_HCf7M?authuser=0&hl=id&rclk=1
WARKOP KEMANG ( NUSANTARA ),Kedai Kopi,"Jl. Kemang Selatan I No.2B 6, RT.6/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,0813-8820-9177,"4,3",Unknown,"Kamis,Buka 24 jam",106.8175884,-6.2649632,https://www.google.com/maps/place/WARKOP+KEMANG+%28+NUSANTARA+%29/data=!4m7!3m6!1s0x2e69f1006926a11d:0x94087b2888b370ec!8m2!3d-6.2649632!4d106.8175884!16s%2Fg%2F11ld2plmd7!19sChIJHaEmaQDxaS4R7HCziCh7CJQ?authuser=0&hl=id&rclk=1
VIN+ Wine & Beyond,Bar Minuman Anggur,"Jl. Kemang Raya No.45B, RT.6/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Unknown,(021) 71792577,"4,6",Unknown,"Kamis,10.00 hingga 02.00",106.8164089,-6.2650162,https://www.google.com/maps/place/VIN%2B+Wine+%26+Beyond/data=!4m7!3m6!1s0x2e69f1876b2aad45:0x95b6f3bcc86c5737!8m2!3d-6.2650162!4d106.8164089!16s%2Fg%2F1tdxy9yb!19sChIJRa0qa4fxaS4RN1dsyLzztpU?authuser=0&hl=id&rclk=1
Anomali Coffee,Kafe,"Jl. Senopati No.19, RT.6/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,(021) 52920102,"4,5",Unknown,"Kamis,07.00 hingga 23.00",106.8080848,-6.2305277,https://www.google.com/maps/place/Anomali+Coffee/data=!4m7!3m6!1s0x2e69f15b0756b151:0x8712710a5ee786cf!8m2!3d-6.2305277!4d106.8080848!16s%2Fg%2F1tf8j37j!19sChIJUbFWB1vxaS4Rz4bnXgpxEoc?authuser=0&hl=id&rclk=1
Ombé Kofie Senopati,Kedai Kopi,"Jl. Purnawarman No.2, RT.6/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",Unknown,Unknown,"4,5",Unknown,"Kamis,07.00 hingga 22.00",106.8054876,-6.2300471,https://www.google.com/maps/place/Omb%C3%A9+Kofie+Senopati/data=!4m7!3m6!1s0x2e69f10f08b0f3bf:0xb2288e63fd70dcab!8m2!3d-6.2300471!4d106.8054876!16s%2Fg%2F11sz3n28n8!19sChIJv_OwCA_xaS4Rq9xw_WOOKLI?authuser=0&hl=id&rclk=1
Otten Coffee Jakarta - Senopati,Tempat penyangraian kopi,"Jl. Senopati No.77 8, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0811-1254-0556,"4,6",Unknown,"Kamis,09.00 hingga 20.00",106.812004,-6.2327709,https://www.google.com/maps/place/Otten+Coffee+Jakarta+-+Senopati/data=!4m7!3m6!1s0x2e69f16cfb38e34f:0xc317a4e1906a8525!8m2!3d-6.2327709!4d106.812004!16s%2Fg%2F11ghld4g0z!19sChIJT-M4-2zxaS4RJYVqkOGkF8M?authuser=0&hl=id&rclk=1
Pison Coffee Jakarta,Kafe,"Jl. Kertanegara Jl. Senopati No.70, RT.10/RW.3, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",Unknown,(021) 27081698,"4,6",Unknown,"Kamis,08.00 hingga 22.00",106.8119521,-6.2335617,https://www.google.com/maps/place/Pison+Coffee+Jakarta/data=!4m7!3m6!1s0x2e69f15c026b141f:0xa7f64e78df23723a!8m2!3d-6.2335617!4d106.8119521!16s%2Fg%2F11dztjmf6w!19sChIJHxRrAlzxaS4ROnIj33hO9qc?authuser=0&hl=id&rclk=1
"Kopi KANO, Senopati",Kedai Kopi,"Jl. Senopati No.32 7, RT.6/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0877-7479-9496,"4,7",Unknown,"Kamis,07.30 hingga 20.00",106.8069221,-6.2305706,"https://www.google.com/maps/place/Kopi+KANO,+Senopati/data=!4m7!3m6!1s0x2e69f14e0088e659:0xa6d477ba8a6fc6!8m2!3d-6.2305706!4d106.8069221!16s%2Fg%2F11fmgz1wfl!19sChIJWeaIAE7xaS4Rxm-KunfUpgA?authuser=0&hl=id&rclk=1"
Fore Coffee - Senopati,Kedai Kopi,"Jl. Senopati No.77 2nd floor, RT.8/RW.3, Selong, Kebayoran Baru, South Jakarta City, Jakarta 12110",Unknown,0812-1111-8456,"4,3",Unknown,"Kamis,09.30 hingga 19.30",106.811973,-6.2328518,https://www.google.com/maps/place/Fore+Coffee+-+Senopati/data=!4m7!3m6!1s0x2e69f1b6a94155d1:0xb46c9d1fe8f860ac!8m2!3d-6.2328518!4d106.811973!16s%2Fg%2F11gm6ztq0q!19sChIJ0VVBqbbxaS4RrGD46B-dbLQ?authuser=0&hl=id&rclk=1
Kurasu Senopati,Kedai Kopi,"Jl. Tulodong Bawah I No.9, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0819-4428-0808,"4,5",Unknown,"Kamis,07.00 hingga 19.00",106.8123299,-6.2300233,https://www.google.com/maps/place/Kurasu+Senopati/data=!4m7!3m6!1s0x2e69f1e551b700f3:0x5db4bd1da7e3bb1!8m2!3d-6.2300233!4d106.8123299!16s%2Fg%2F11v0sm4550!19sChIJ8wC3UeXxaS4RsTt-2tFL2wU?authuser=0&hl=id&rclk=1
Common Grounds Ground Zero,Kafe,"Jl. Senopati Blok Kelurahan No.28 3, RT.8/RW.5, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0811-1998-793,"4,7",Unknown,"Kamis,08.00 hingga 22.00",106.8067511,-6.2290007,https://www.google.com/maps/place/Common+Grounds+Ground+Zero/data=!4m7!3m6!1s0x2e69f1ae00a990cd:0x80d95943255f66e0!8m2!3d-6.2290007!4d106.8067511!16s%2Fg%2F11lgsys3wr!19sChIJzZCpAK7xaS4R4GZfJUNZ2YA?authuser=0&hl=id&rclk=1
OG coffee senopati,Kedai Kopi,"Office 8 Residence, Jl. Senopati No.8, RT.8/RW.3, Selong, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,Unknown,"4,8",Unknown,"Kamis,09.00 hingga 19.00",106.8058152,-6.2291394,https://www.google.com/maps/place/OG+coffee+senopati/data=!4m7!3m6!1s0x2e69f1c21f1826c9:0xd34c8b2b46dbd2cc!8m2!3d-6.2291394!4d106.8058152!16s%2Fg%2F11nccjgrjg!19sChIJySYYH8LxaS4RzNLbRiuLTNM?authuser=0&hl=id&rclk=1
% Arabica Jakarta Roastery,Kedai Kopi,"Jl. Taman Gunawarman Timur No.4, RT.4/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0811-9620-2000,"4,7",Unknown,"Kamis,07.00 hingga 22.00",106.8072462,-6.234521,https://www.google.com/maps/place/%25+Arabica+Jakarta+Roastery/data=!4m7!3m6!1s0x2e69f17ee5503299:0xef503dff46709df6!8m2!3d-6.234521!4d106.8072462!16s%2Fg%2F11tjm02bvc!19sChIJmTJQ5X7xaS4R9p1wRv89UO8?authuser=0&hl=id&rclk=1
Uncle Z Kopitiam,Kedai Kopi,"Jl. Senopati No.34, RT.6/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0811-8881-2608,"4,7",Unknown,"Kamis,07.00 hingga 00.00",106.807014,-6.230587,https://www.google.com/maps/place/Uncle+Z+Kopitiam/data=!4m7!3m6!1s0x2e69f1784f774033:0x596e06f215e083ad!8m2!3d-6.230587!4d106.807014!16s%2Fg%2F11v0y_6tfk!19sChIJM0B3T3jxaS4RrYPgFfIGblk?authuser=0&hl=id&rclk=1
KAPYC COFFEE AND ROASTERY,Kedai Kopi,"Jl. Taman MPU Sendok Jl. Senopati No.3, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0838-9851-3562,"4,6",Unknown,"Kamis,10.00 hingga 21.00",106.8104596,-6.231441,https://www.google.com/maps/place/KAPYC+COFFEE+AND+ROASTERY/data=!4m7!3m6!1s0x2e69f182554d78b5:0x8deef4d9f0f120b2!8m2!3d-6.231441!4d106.8104596!16s%2Fg%2F11gvy0m8rc!19sChIJtXhNVYLxaS4RsiDx8Nn07o0?authuser=0&hl=id&rclk=1
Moon Gypsy,Kafe,"Jl. Senopati No.16, RT.1/RW.2, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,0877-3273-9970,"4,6",Unknown,"Kamis,07.00 hingga 18.00",106.8043566,-6.2297292,https://www.google.com/maps/place/Moon+Gypsy/data=!4m7!3m6!1s0x2e69f157577ac5df:0x5b6e5233b83ecc46!8m2!3d-6.2297292!4d106.8043566!16s%2Fg%2F11sr8nh8w2!19sChIJ38V6V1fxaS4RRsw-uDNSbls?authuser=0&hl=id&rclk=1
Janji Jiwa Senopati,Kedai Kopi,"Jl. Senopati No.15, RT.6/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Unknown,Unknown,"4,7",Unknown,"Kamis,07.00 hingga 21.00",106.807777,-6.2304169,https://www.google.com/maps/place/Janji+Jiwa+Senopati/data=!4m7!3m6!1s0x2e69f1004b43ff1d:0x87feb3aac5ddeb90!8m2!3d-6.2304169!4d106.807777!16s%2Fg%2F11vq4b3_g3!19sChIJHf9DSwDxaS4RkOvdxaqz_oc?authuser=0&hl=id&rclk=1
Kopi Nako Rumah Sangrai - Senopati,Kafe,"Jl. Tulodong Atas No.7A, RT.6/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Unknown,0811-1975-7986,"4,7",Unknown,"Kamis,08.00 hingga 03.00",106.8083248,-6.2300715,https://www.google.com/maps/place/Kopi+Nako+Rumah+Sangrai+-+Senopati/data=!4m7!3m6!1s0x2e69f190679a1871:0x9dac3448b163a8f0!8m2!3d-6.2300715!4d106.8083248!16s%2Fg%2F11ymv_9v6f!19sChIJcRiaZ5DxaS4R8KhjsUg0rJ0?authuser=0&hl=id&rclk=1
